Ref_lead_author	Ref_publication_date	Ref_journal	Cell_stack_sequence	Cell_area_measured	Cell_number_of_cells_per_substrate	Cell_architecture	Cell_flexible	Cell_semitransparent	Module	Module_number_of_cells_in_module	Substrate_stack_sequence	ETL_stack_sequence	ETL_deposition_procedure	Perovskite_single_crystal	Perovskite_dimension_0D	Perovskite_dimension_2D	Perovskite_dimension_2D3D_mixture	Perovskite_dimension_3D	Perovskite_dimension_3D_with_2D_capping_layer	Perovskite_dimension_list_of_layers	Perovskite_composition_perovskite_ABC3_structure	Perovskite_composition_perovskite_inspired_structure	Perovskite_composition_long_form	Perovskite_composition_inorganic	Perovskite_composition_leadfree	Perovskite_band_gap	Perovskite_band_gap_graded	Perovskite_band_gap_estimation_basis	Perovskite_deposition_number_of_deposition_steps	Perovskite_deposition_procedure	Perovskite_deposition_aggregation_state_of_reactants	Perovskite_deposition_synthesis_atmosphere	Perovskite_deposition_solvents	Perovskite_deposition_solvents_mixing_ratios	Perovskite_deposition_quenching_induced_crystallisation	Perovskite_deposition_thermal_annealing_temperature	Perovskite_deposition_thermal_annealing_time	Perovskite_deposition_solvent_annealing	HTL_stack_sequence	HTL_additives_compounds	HTL_deposition_procedure	Backcontact_stack_sequence	Backcontact_thickness_list	Backcontact_deposition_procedure	Add_lay_front	Add_lay_back	Encapsulation	JV_measured	JV_average_over_n_number_of_cells	JV_certified_values	JV_light_intensity	JV_reverse_scan_Voc	JV_reverse_scan_Jsc	JV_reverse_scan_FF	JV_reverse_scan_PCE	JV_default_Voc	JV_default_Jsc	JV_default_FF	JV_default_PCE	JV_default_Voc_scan_direction	JV_default_Jsc_scan_direction	JV_default_FF_scan_direction	JV_default_PCE_scan_direction	buffer
Hu et al.	2016/6/24	ACS Applied Materials & Interfaces	SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Carbon	0.1	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	TiO2-c | TiO2-mp	ALD | Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.6	FALSE	Composition	1	Spin-coating	Liquid	Unknown	DMF	1	FALSE	Unknown	Unknown	FALSE	none		Unknown	Carbon	10000	Doctor blading	FALSE	FALSE	FALSE	TRUE	12	FALSE	100	0.895	14.19	0.477	6.06	0.895	14.19	0.477	6.06	Reversed	Reversed	Reversed	Reversed	buffer
Hu et al.	2016/6/24	ACS Applied Materials & Interfaces	SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Carbon	0.1	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	TiO2-c | TiO2-mp	ALD | Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.6	FALSE	Composition	1	Spin-coating	Liquid	Unknown	DMF	1	FALSE	Unknown	Unknown	FALSE	none		Unknown	Carbon	10000	Doctor blading	FALSE	FALSE	FALSE	TRUE	12	FALSE	100	0.955	18.3	0.402	7.03	0.955	18.3	0.402	7.03	Reversed	Reversed	Reversed	Reversed	buffer
Hu et al.	2016/6/24	ACS Applied Materials & Interfaces	SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Carbon	0.1	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	TiO2-c | TiO2-mp	ALD | Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.6	FALSE	Composition	1	Spin-coating	Liquid	Unknown	DMF	1	FALSE	Unknown	Unknown	FALSE	none		Unknown	Carbon	10000	Doctor blading	FALSE	FALSE	FALSE	TRUE	12	FALSE	100	0.965	19.53	0.415	7.82	0.965	19.53	0.415	7.82	Reversed	Reversed	Reversed	Reversed	buffer
Hu et al.	2016/6/24	ACS Applied Materials & Interfaces	SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Carbon	0.1	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	TiO2-c | TiO2-mp	ALD | Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.6	FALSE	Composition	1	Spin-coating	Liquid	Unknown	DMF	1	FALSE	Unknown	Unknown	FALSE	none		Unknown	Carbon	10000	Doctor blading	FALSE	FALSE	FALSE	TRUE	12	FALSE	100	0.895	14.44	0.434	5.61	0.895	14.44	0.434	5.61	Reversed	Reversed	Reversed	Reversed	buffer
Hu et al.	2016/6/24	ACS Applied Materials & Interfaces	SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Carbon	0.1	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	TiO2-c | TiO2-mp	ALD | Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.6	FALSE	Composition	1	Spin-coating	Liquid	Unknown	DMF	1	FALSE	Unknown	Unknown	FALSE	none		Unknown	Carbon	10000	Doctor blading	FALSE	FALSE	FALSE	TRUE	12	FALSE	100	0.835	12.07	0.319	3.21	0.835	12.07	0.319	3.21	Reversed	Reversed	Reversed	Reversed	buffer
Hu et al.	2016/6/24	ACS Applied Materials & Interfaces	SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Carbon	0.1	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	TiO2-c | TiO2-mp	ALD | Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.6	FALSE	Composition	1	Spin-coating	Liquid	Unknown	DMF	1	FALSE	Unknown	Unknown	FALSE	none		Unknown	Carbon	10000	Doctor blading	FALSE	FALSE	FALSE	TRUE	12	FALSE	100	0.845	11.57	0.357	3.54	0.845	11.57	0.357	3.54	Reversed	Reversed	Reversed	Reversed	buffer
Wang	2018/3/7	Physical Chemistry Chemical Physics	SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au	0.21	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	TiO2-c | TiO2-mp	Spin-coating | Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbBr0.15I2.85	FALSE	FALSE		FALSE		1	Spin-coating	Liquid	Air	DMF	1	TRUE	100	10	FALSE	Spiro-MeOTAD	Li-TFSI; TBP	Spin-coating	Au	80	Evaporation	FALSE	FALSE	FALSE	TRUE	6	FALSE	100	1	14.7	0.6	9	1	14.7	0.6	9	Reversed	Reversed	Reversed	Reversed	buffer
Wang	2018/3/7	Physical Chemistry Chemical Physics	SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au	0.21	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	TiO2-c | TiO2-mp	Spin-coating | Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbBr0.15I2.85	FALSE	FALSE		FALSE		1	Spin-coating	Liquid	Air	DMF	1	TRUE	100	10	FALSE	Spiro-MeOTAD	Li-TFSI; TBP	Spin-coating	Au	80	Evaporation	FALSE	FALSE	FALSE	TRUE	6	FALSE	100	1	15.6	0.4	7	1	15.6	0.4	7	Reversed	Reversed	Reversed	Reversed	buffer
Wang	2018/3/7	Physical Chemistry Chemical Physics	SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au	0.21	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	TiO2-c | TiO2-mp	Spin-coating | Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbBr0.15I2.85	FALSE	FALSE		FALSE		1	Spin-coating	Liquid	Air	DMF	1	TRUE	100	10	FALSE	Spiro-MeOTAD	Li-TFSI; TBP	Spin-coating	Au	80	Evaporation	FALSE	FALSE	FALSE	TRUE	6	FALSE	100	0.6	9.5	0.2	1.5	0.6	9.5	0.2	1.5	Reversed	Reversed	Reversed	Reversed	buffer
Wang	2018/3/7	Physical Chemistry Chemical Physics	SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au	0.21	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	TiO2-c | TiO2-mp	Spin-coating | Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbBr0.15I2.85	FALSE	FALSE		FALSE		1	Spin-coating	Liquid	Air	DMF	1	TRUE	100	10	FALSE	Spiro-MeOTAD	Li-TFSI; TBP	Spin-coating	Au	80	Evaporation	FALSE	FALSE	FALSE	TRUE	6	FALSE	100	1	9.9	0.7	7.3	1	9.9	0.7	7.3	Reversed	Reversed	Reversed	Reversed	buffer
Zhang et al.	2017/9/14	Solar RRL	SLG | FTO | NiO-c | Perovskite | PCBM-60 | Ag	0.09	0	pin	FALSE	FALSE	FALSE	0	SLG | FTO	PCBM-60	Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.6	FALSE	Composition	2	Spin-coating >> Spin-coating	Liquid >> Liquid	N2 >> N2	DMF; DMSO >> IPA	5; 1 >> 1	FALSE	Unknown >> 120	Unknown >> 20.0	FALSE	NiO-c	Cu	Spin-coating	Ag	100	Evaporation	FALSE	FALSE	FALSE	TRUE	30	FALSE	100	1.03	21.11	0.78	17	1.03	21.11	0.78	17	Reversed	Reversed	Reversed	Reversed	buffer
Zhang et al.	2017/9/14	Solar RRL	SLG | FTO | PEDOT:PSS | Perovskite | PCBM-60 | Ag	0.09	0	pin	FALSE	FALSE	FALSE	0	SLG | FTO	PCBM-60	Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.6	FALSE	Composition	2	Spin-coating >> Spin-coating	Liquid >> Liquid	N2 >> N2	DMF; DMSO >> IPA	5; 1 >> 1	FALSE	Unknown >> 120	Unknown >> 20.0	FALSE	PEDOT:PSS		Spin-coating	Ag	100	Evaporation	FALSE	FALSE	FALSE	TRUE	30	FALSE	100	0.94	20.24	0.71	13.6	0.94	20.24	0.71	13.6	Reversed	Reversed	Reversed	Reversed	buffer
Wang et al.	2016/12/12	Journal of Materials Chemistry A	SLG | FTO | CeOx | Perovskite | Spiro-MeOTAD | Ag	0.06	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	CeOx	Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.5	FALSE		2	Spin-coating >> Evaporation	Liquid >> Gas	Unknown >> Vacuum	DMF >> none	1 >> 1	FALSE	Unknown >> 150	Unknown >> 120.0	FALSE	Spiro-MeOTAD	Li-TFSI; TBP	Spin-coating	Ag		Evaporation	FALSE	FALSE	FALSE	TRUE	2	FALSE	100	1.036	21.44	0.619	13.77	1.036	21.44	0.619	16.34	Reversed	Reversed	Reversed	Stabilised	buffer
Wang et al.	2016/12/12	Journal of Materials Chemistry A	SLG | FTO | PCBM-60 | Perovskite | Spiro-MeOTAD | Ag	0.06	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	PCBM-60	Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.5	FALSE		2	Spin-coating >> Evaporation	Liquid >> Gas	Unknown >> Vacuum	DMF >> none	1 >> 1	FALSE	Unknown >> 150	Unknown >> 120.0	FALSE	Spiro-MeOTAD	Li-TFSI; TBP	Spin-coating	Ag		Evaporation	FALSE	FALSE	FALSE	TRUE	2	FALSE	100	0.912	20.32	0.54	10.04	0.912	20.32	0.54	16.34	Reversed	Reversed	Reversed	Stabilised	buffer
Wang et al.	2016/12/12	Journal of Materials Chemistry A	SLG | FTO | TiO2-c | Perovskite | Spiro-MeOTAD | Ag	0.06	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	TiO2-c	Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.5	FALSE		2	Spin-coating >> Evaporation	Liquid >> Gas	Unknown >> Vacuum	DMF >> none	1 >> 1	FALSE	Unknown >> 150	Unknown >> 120.0	FALSE	Spiro-MeOTAD	Li-TFSI; TBP	Spin-coating	Ag		Evaporation	FALSE	FALSE	FALSE	TRUE	2	FALSE	100	1.024	21.62	0.687	15.2	1.024	21.62	0.687	16.34	Reversed	Reversed	Reversed	Stabilised	buffer
Wang et al.	2016/12/12	Journal of Materials Chemistry A	SLG | FTO | CeOx | PCBM-60 | Perovskite | Spiro-MeOTAD | Ag	0.06	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	CeOx | PCBM-60	Spin-coating | Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.5	FALSE		2	Spin-coating >> Evaporation	Liquid >> Gas	Unknown >> Vacuum	DMF >> none	1 >> 1	FALSE	Unknown >> 150	Unknown >> 120.0	FALSE	Spiro-MeOTAD	Li-TFSI; TBP	Spin-coating	Ag		Evaporation	FALSE	FALSE	FALSE	TRUE	2	FALSE	100	1.057	22.9	0.696	16.85	1.057	22.9	0.696	16.34	Reversed	Reversed	Reversed	Stabilised	buffer
Bischak et al.	2015/6/22	Nano Letters	SLG | FTO | TiO2-c | Perovskite | Spiro-MeOTAD | MoOx | Al	0.06	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	TiO2-c	Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.6	FALSE	Composition	1	Spin-coating	Liquid	Air	DMSO; GBL	3; 7	TRUE	100	15	FALSE	Spiro-MeOTAD | MoOx	Li-TFSI; TBP	Spin-coating | Evaporation	Al	185	Evaporation	FALSE	FALSE	FALSE	TRUE	1	FALSE	100	1.013	17.395	0.685	12.23	1.013	17.395	0.685	12.23	Reversed	Reversed	Reversed	Reversed	buffer
Bischak et al.	2015/6/22	Nano Letters	SLG | FTO | TiO2-c | Perovskite | Spiro-MeOTAD | MoOx | Al	0.06	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	TiO2-c	Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.6	FALSE	Composition	1	Spin-coating	Liquid	Air	DMSO; GBL	3; 7	TRUE	100	15	FALSE	Spiro-MeOTAD | MoOx	Li-TFSI; TBP	Spin-coating | Evaporation	Al	185	Evaporation	FALSE	FALSE	FALSE	TRUE	1	FALSE	100	1.015	17.603	0.713	12.74	1.015	17.603	0.713	12.74	Reversed	Reversed	Reversed	Reversed	buffer
Bischak et al.	2015/6/22	Nano Letters	SLG | FTO | TiO2-c | Perovskite | Spiro-MeOTAD | MoOx | Al	0.06	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	TiO2-c	Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.6	FALSE	Composition	1	Spin-coating	Liquid	Air	DMSO; GBL	3; 7	TRUE	100	15	FALSE	Spiro-MeOTAD | MoOx	Li-TFSI; TBP	Spin-coating | Evaporation	Al	185	Evaporation	FALSE	FALSE	FALSE	TRUE	1	FALSE	100	1.008	17.296	0.726	12.67	1.008	17.296	0.726	12.67	Reversed	Reversed	Reversed	Reversed	buffer
Bischak et al.	2015/6/22	Nano Letters	SLG | FTO | TiO2-c | Perovskite | Spiro-MeOTAD | MoOx | Al	0.06	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	TiO2-c	Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.6	FALSE	Composition	1	Spin-coating	Liquid	Air	DMSO; GBL	3; 7	TRUE	100	15	FALSE	Spiro-MeOTAD | MoOx	Li-TFSI; TBP	Spin-coating | Evaporation	Al	185	Evaporation	FALSE	FALSE	FALSE	TRUE	1	FALSE	100	1.022	17.412	0.694	12.38	1.022	17.412	0.694	12.38	Reversed	Reversed	Reversed	Reversed	buffer
Bischak et al.	2015/6/22	Nano Letters	SLG | FTO | TiO2-c | Perovskite | Spiro-MeOTAD | MoOx | Al	0.06	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	TiO2-c	Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.6	FALSE	Composition	1	Spin-coating	Liquid	Air	DMSO; GBL	3; 7	TRUE	100	15	FALSE	Spiro-MeOTAD | MoOx	Li-TFSI; TBP	Spin-coating | Evaporation	Al	185	Evaporation	FALSE	FALSE	FALSE	TRUE	1	FALSE	100	1.017	17.723	0.701	12.62	1.017	17.723	0.701	12.62	Reversed	Reversed	Reversed	Reversed	buffer
Bischak et al.	2015/6/22	Nano Letters	SLG | FTO | TiO2-c | Perovskite | Spiro-MeOTAD | MoOx | Al	0.06	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	TiO2-c	Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.6	FALSE	Composition	1	Spin-coating	Liquid	Air	DMSO; GBL	3; 7	TRUE	100	15	FALSE	Spiro-MeOTAD | MoOx	Li-TFSI; TBP	Spin-coating | Evaporation	Al	185	Evaporation	FALSE	FALSE	FALSE	TRUE	1	FALSE	100	1.013	17.834	0.711	12.84	1.013	17.834	0.711	12.84	Reversed	Reversed	Reversed	Reversed	buffer
Bischak et al.	2015/6/22	Nano Letters	SLG | FTO | TiO2-c | Perovskite | Spiro-MeOTAD | MoOx | Al	0.06	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	TiO2-c	Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.6	FALSE	Composition	1	Spin-coating	Liquid	Air	DMSO; GBL	3; 7	TRUE	100	15	FALSE	Spiro-MeOTAD | MoOx	Li-TFSI; TBP	Spin-coating | Evaporation	Al	185	Evaporation	FALSE	FALSE	FALSE	TRUE	1	FALSE	100	0.992	17.346	0.73	12.56	0.992	17.346	0.73	12.56	Reversed	Reversed	Reversed	Reversed	buffer
Bischak et al.	2015/6/22	Nano Letters	SLG | FTO | TiO2-c | Perovskite | Spiro-MeOTAD | MoOx | Al	0.06	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	TiO2-c	Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.6	FALSE	Composition	1	Spin-coating	Liquid	Air	DMSO; GBL	3; 7	TRUE	100	15	FALSE	Spiro-MeOTAD | MoOx	Li-TFSI; TBP	Spin-coating | Evaporation	Al	185	Evaporation	FALSE	FALSE	FALSE	TRUE	1	FALSE	100	1.023	17.314	0.666	11.78	1.023	17.314	0.666	11.78	Reversed	Reversed	Reversed	Reversed	buffer
Bischak et al.	2015/6/22	Nano Letters	SLG | FTO | TiO2-c | Perovskite | Spiro-MeOTAD | MoOx | Al	0.06	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	TiO2-c	Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.6	FALSE	Composition	1	Spin-coating	Liquid	Air	DMSO; GBL	3; 7	TRUE	100	15	FALSE	Spiro-MeOTAD | MoOx	Li-TFSI; TBP	Spin-coating | Evaporation	Al	185	Evaporation	FALSE	FALSE	FALSE	TRUE	1	FALSE	100	1.006	17.45	0.716	12.58	1.006	17.45	0.716	12.58	Reversed	Reversed	Reversed	Reversed	buffer
Bischak et al.	2015/6/22	Nano Letters	SLG | FTO | TiO2-c | Perovskite | Spiro-MeOTAD | MoOx | Al	0.06	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	TiO2-c	Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.6	FALSE	Composition	1	Spin-coating	Liquid	Air	DMSO; GBL	3; 7	TRUE	100	15	FALSE	Spiro-MeOTAD | MoOx	Li-TFSI; TBP	Spin-coating | Evaporation	Al	185	Evaporation	FALSE	FALSE	FALSE	TRUE	1	FALSE	100	0.999	17.421	0.719	12.51	0.999	17.421	0.719	12.51	Reversed	Reversed	Reversed	Reversed	buffer
Bischak et al.	2015/6/22	Nano Letters	SLG | FTO | TiO2-c | Perovskite | Spiro-MeOTAD | MoOx | Al	0.06	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	TiO2-c	Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.6	FALSE	Composition	1	Spin-coating	Liquid	Air	DMSO; GBL	3; 7	TRUE	100	15	FALSE	Spiro-MeOTAD | MoOx	Li-TFSI; TBP	Spin-coating | Evaporation	Al	185	Evaporation	FALSE	FALSE	FALSE	TRUE	1	FALSE	100	0.998	17.7	0.724	12.78	0.998	17.7	0.724	12.78	Reversed	Reversed	Reversed	Reversed	buffer
Bischak et al.	2015/6/22	Nano Letters	SLG | FTO | TiO2-c | Perovskite | Spiro-MeOTAD | MoOx | Al	0.06	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	TiO2-c	Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.6	FALSE	Composition	1	Spin-coating	Liquid	Air	DMSO; GBL	3; 7	TRUE	100	15	FALSE	Spiro-MeOTAD | MoOx	Li-TFSI; TBP	Spin-coating | Evaporation	Al	185	Evaporation	FALSE	FALSE	FALSE	TRUE	1	FALSE	100	1.008	17.785	0.707	12.76	1.008	17.785	0.707	12.76	Reversed	Reversed	Reversed	Reversed	buffer
Zhao et al.	2017/7/20	ACS Applied Materials & Interfaces	SLG | ITO | C60 | Perovskite | Spiro-MeOTAD | Ag	0.1	0	nip	FALSE	FALSE	FALSE	0	SLG | ITO	C60	Evaporation	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.54	FALSE		1	Spin-coating	Liquid	Unknown	DMF	1	FALSE	100	50	FALSE	Spiro-MeOTAD	Li-TFSI; TBP	Spin-coating	Ag	100	Evaporation	FALSE	FALSE	FALSE	TRUE	8	FALSE	100	0.95	18.75	0.642	11.4	0.95	18.75	0.642	11.4	Reversed	Reversed	Reversed	Reversed	buffer
Zhao et al.	2017/7/20	ACS Applied Materials & Interfaces	SLG | ITO | ZnO-c | Perovskite | Spiro-MeOTAD | Ag	0.1	0	nip	FALSE	FALSE	FALSE	0	SLG | ITO	ZnO-c	Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.54	FALSE		1	Spin-coating	Liquid	Unknown	DMF	1	FALSE	100	50	FALSE	Spiro-MeOTAD	Li-TFSI; TBP	Spin-coating	Ag	100	Evaporation	FALSE	FALSE	FALSE	TRUE	8	FALSE	100	0.97	21.57	0.619	12.9	0.97	21.57	0.619	12.9	Reversed	Reversed	Reversed	Reversed	buffer
Zhao et al.	2017/7/20	ACS Applied Materials & Interfaces	SLG | ITO | ZnO-c | C60 | Perovskite | Spiro-MeOTAD | Ag	0.1	0	nip	FALSE	FALSE	FALSE	0	SLG | ITO	ZnO-c | C60	Spin-coating | Evaporation	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.54	FALSE		1	Spin-coating	Liquid	Unknown	DMF	1	FALSE	100	50	FALSE	Spiro-MeOTAD	Li-TFSI; TBP	Spin-coating	Ag	100	Evaporation	FALSE	FALSE	FALSE	TRUE	8	FALSE	100	1.04	19.2	0.707	14.1	1.04	19.2	0.707	14.1	Reversed	Reversed	Reversed	Reversed	buffer
Zhao et al.	2017/7/20	ACS Applied Materials & Interfaces	SLG | ITO | ZnO-c | Perovskite | Spiro-MeOTAD | Ag	0.1	0	nip	FALSE	FALSE	FALSE	0	SLG | ITO	ZnO-c	Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.54	FALSE		1	Spin-coating	Liquid	Unknown	DMF	1	FALSE	100	50	FALSE	Spiro-MeOTAD	Li-TFSI; TBP	Spin-coating	Ag	100	Evaporation	FALSE	FALSE	FALSE	TRUE	8	FALSE	100	0.9	21.93	0.493	9.7	0.9	21.93	0.493	9.7	Reversed	Reversed	Reversed	Reversed	buffer
Zhao et al.	2017/7/20	ACS Applied Materials & Interfaces	SLG | ITO | ZnO-c | Perovskite | Spiro-MeOTAD | Ag	0.1	0	nip	FALSE	FALSE	FALSE	0	SLG | ITO	ZnO-c	Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.54	FALSE		1	Spin-coating	Liquid	Unknown	DMF	1	FALSE	100	50	FALSE	Spiro-MeOTAD	Li-TFSI; TBP	Spin-coating	Ag	100	Evaporation	FALSE	FALSE	FALSE	TRUE	8	FALSE	100	0.9	22.2	0.537	10.8	0.9	22.2	0.537	10.8	Reversed	Reversed	Reversed	Reversed	buffer
Zhao et al.	2017/7/20	ACS Applied Materials & Interfaces	SLG | ITO | ZnO-c | Perovskite | Spiro-MeOTAD | Ag	0.1	0	nip	FALSE	FALSE	FALSE	0	SLG | ITO	ZnO-c	Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.54	FALSE		1	Spin-coating	Liquid	Unknown	DMF	1	FALSE	100	50	FALSE	Spiro-MeOTAD	Li-TFSI; TBP	Spin-coating	Ag	100	Evaporation	FALSE	FALSE	FALSE	TRUE	8	FALSE	100	0.89	17.16	0.422	6.4	0.89	17.16	0.422	6.4	Reversed	Reversed	Reversed	Reversed	buffer
Zhao et al.	2017/7/20	ACS Applied Materials & Interfaces	SLG | ITO | ZnO-c | Perovskite | Spiro-MeOTAD | Ag	0.1	0	nip	FALSE	FALSE	FALSE	0	SLG | ITO	ZnO-c	Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.54	FALSE		1	Spin-coating	Liquid	Unknown	DMF	1	FALSE	100	50	FALSE	Spiro-MeOTAD	Li-TFSI; TBP	Spin-coating	Ag	100	Evaporation	FALSE	FALSE	FALSE	TRUE	8	FALSE	100	0.93	21.8	0.507	10.3	0.93	21.8	0.507	10.3	Reversed	Reversed	Reversed	Reversed	buffer
Zhao et al.	2017/7/20	ACS Applied Materials & Interfaces	SLG | ITO | ZnO-c | Perovskite | Spiro-MeOTAD | Ag	0.1	0	nip	FALSE	FALSE	FALSE	0	SLG | ITO	ZnO-c	Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.54	FALSE		1	Spin-coating	Liquid	Unknown	DMF	1	FALSE	100	50	FALSE	Spiro-MeOTAD	Li-TFSI; TBP	Spin-coating	Ag	100	Evaporation	FALSE	FALSE	FALSE	TRUE	8	FALSE	100	0.95	22.09	0.572	12	0.95	22.09	0.572	12	Reversed	Reversed	Reversed	Reversed	buffer
